profile,primary_dim,shape_param,thickness,coating_type,z_offset,xy_offset_x,xy_offset_y,mass,mean_deflection_deg,hit_ratio,wafer_flux_m2s,wake_intrusion_ratio,wake_type
cupola,3.9618762870096678,1.0,0.0028248740821884616,specular,-1.375356253788799,-0.013558208726828551,-0.0171070656932083,1778.9437725855353,101.26430113366777,0.0043,5.038254958124424e+18,0.8266,WakeCone
pyramid,3.9510509036492927,0.9810357775524495,0.002801217380974534,specular,-1.4048339096277331,0.049696880165854704,-0.037015003936807206,661.5962538746005,90.61112830497964,0.0,0.0,0.1113,PyramidWake
pyramid,1.108989797680934,1.4209601129635743,0.0026578604561264692,diffuse,-1.1866373168387208,0.04086151011327109,-0.0475743807420176,61.341129715421005,53.3465787993461,0.0,0.0,0.1283,PyramidWake
flat,2.4206301435815236,0.0,0.0029368882894124414,diffuse,-1.3825904206423072,-0.0075437274145136665,0.047232114099446665,145.96809451501605,45.57664982512403,0.0,0.0,0.3058,WakeCone
pyramid,1.8999797838408328,0.6944333191312893,0.0017430107918091442,specular,-1.3213006145191448,-0.04258882015662552,0.017714212340714797,82.73336897416628,110.13916273542937,0.0,0.0,0.1186,PyramidWake
cupola,2.4177011794100665,1.0,0.002802514835220688,diffuse,-1.3146555327094749,-0.031133275259304673,0.021960448002001115,657.2256005873853,61.91471193713251,0.0115,5.024279507084228e+18,0.1859,WakeCone
cupola,4.475454238571238,1.0,0.0016705403039514205,diffuse,-1.3816864300229543,0.033339578925265054,-0.03791974954742103,1342.4326512290693,61.58204253713187,0.003,4.499869984313373e+18,0.3218,WakeCone
pyramid,2.4805294218762293,0.8296887428765604,0.002660560166357435,diffuse,-1.4382375919206474,-0.007621435440003335,-0.016246088482852188,229.73181481430692,61.00592686008101,0.0,0.0,0.1129,PyramidWake
cap,4.100676506984508,1.6593541203107214,0.0017361596357500467,diffuse,-1.2553179208720175,-0.04235525343962185,0.0076294739140606235,10.696830926399366,60.391316006444335,0.0,0.0,0.4343,WakeCone
flat,5.828217277540984,0.0,0.0016749814643407795,specular,-1.448602398828435,0.01373700373341559,-0.0452280670912063,482.6086595743405,12.833461160124644,0.0,0.0,0.3165,WakeCone
pyramid,1.4209101888853621,1.089474372581272,0.001741967850472543,specular,-1.439211400230342,-0.02041670086574922,-0.013921957994546708,56.17162819469368,84.98493499582001,0.0,0.0,0.1271,PyramidWake
pyramid,2.2286021109097094,1.2813047130256536,0.0021020874604325375,specular,-1.0899709723197435,-0.019336584812922965,-0.030821202565491736,183.2672205973154,75.5377113519611,0.0,0.0,0.1134,PyramidWake
cupola,4.283274131995886,1.0,0.0029770948245280843,diffuse,-1.2561534280074298,-0.020234143328901544,0.0037629826120935544,2191.319561048508,62.096640122439304,0.004,5.501080170646276e+18,0.3172,WakeCone
cap,4.979732502008805,2.0075945934994435,0.0019806473659841734,specular,-1.3435727721463175,0.04414588649018007,-0.040141215401321255,8.336788011302746,90.08524684750182,0.0,0.0,0.6593,WakeCone
cupola,5.2444306669843055,1.0,0.0027147988527574233,diffuse,-1.1514833574449161,-0.008221496329450864,0.032335920193057116,2995.6816596960757,62.17396729840834,0.0028,5.747020475336179e+18,0.3594,WakeCone
cupola,5.047297120294507,1.0,0.0028094704052889974,diffuse,-1.3918627526955714,0.008934011775596162,-0.01300306003652986,2871.4648939646704,61.56701503120423,0.0029,5.53522424555897e+18,0.3351,WakeCone
cupola,3.4530876504466423,1.0,0.0029167762303744077,specular,-1.0310638112451134,-0.04335843291787681,0.008669691485341281,1395.3386488286453,101.23672235206242,0.0057,5.089596354889565e+18,0.8537,WakeCone
cupola,2.5561208308353,1.0,0.0026754617267173257,specular,-1.239988133340447,0.024973736098144406,0.009708227897134693,701.3306333694899,101.22135683436325,0.0101,4.934717488112819e+18,0.72,WakeCone
cupola,2.4940249345072947,1.0,0.0018075692223987773,specular,-1.4301818340609738,-0.02429963734910854,0.016967443045808092,451.0844199368355,101.26787104987494,0.011,5.124365941488996e+18,0.676,WakeCone
